396	Gift/Food Drives	Help organize a food drive or a gift drive for a shelter serving the homeless in Bakersfield	36119	New Hope Dire Dawa Orphans Centre	BasicNeeds	8200 Stockdale Highway Suite 10 PMP 250 	Bakersfield	CA  	93311	555-123-6119	fake36119@email.com 35.283397	 -119.12881
397	Welcome Home Kit assembly	Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Los Angeles	36116	A Better LA	BasicNeeds	1150 South Olive Street Suite 340	Los Angeles	CA  	90015	555-123-6116	fake36116@email.com 34.039002	 -118.265728
398	Basic needs "kit" assembly	Help assemble a kit to help families in need navigate the maze of services available to them in Los Angeles	36116	A Better LA	BasicNeeds	1150 South Olive Street Suite 340	Los Angeles	CA  	90015	555-123-6116	fake36116@email.com 34.039002	 -118.265728
399	Donation sorting	Help Process Gifts for an Organization in Los Angeles	36116	A Better LA	BasicNeeds	1150 South Olive Street Suite 340	Los Angeles	CA  	90015	555-123-6116	fake36116@email.com 34.039002	 -118.265728
400	Cooking groups	Participate in a cooking group to prepare food for a homeless shelter in Los Angeles	36116	A Better LA	BasicNeeds	1150 South Olive Street Suite 340	Los Angeles	CA  	90015	555-123-6116	fake36116@email.com 34.039002	 -118.265728
401	Gift/Food Drives	Help organize a food drive or a gift drive for a shelter serving the homeless in Los Angeles	36116	A Better LA	BasicNeeds	1150 South Olive Street Suite 340	Los Angeles	CA  	90015	555-123-6116	fake36116@email.com 34.039002	 -118.265728
402	Book/literacy fairs	Help organize a literary and book fair in Thousand Oaks	36115	Emmanuel Presbyterian Church	Education	588 Camino Manzanas 	Thousand Oaks	CA  	91360	555-123-6115	fake36115@email.com 48.667193	 2.328103
403	Career Days	Help organize a career day at an agency or school in Thousand Oaks	36115	Emmanuel Presbyterian Church	Education	588 Camino Manzanas 	Thousand Oaks	CA  	91360	555-123-6115	fake36115@email.com 48.667193	 2.328103
404	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in Thousand Oaks	36115	Emmanuel Presbyterian Church	Education	588 Camino Manzanas 	Thousand Oaks	CA  	91360	555-123-6115	fake36115@email.com 48.667193	 2.328103
405	After-school homework help/tutoring	Tutor students after school in Thousand Oaks	36115	Emmanuel Presbyterian Church	Education	588 Camino Manzanas 	Thousand Oaks	CA  	91360	555-123-6115	fake36115@email.com 48.667193	 2.328103
406	Mentoring	Mentor a Teenager in Thousand Oaks	36115	Emmanuel Presbyterian Church	Education	588 Camino Manzanas 	Thousand Oaks	CA  	91360	555-123-6115	fake36115@email.com 48.667193	 2.328103
407	Graduations	Help at a High School student graduation ceremony in Thousand Oaks	36115	Emmanuel Presbyterian Church	Education	588 Camino Manzanas 	Thousand Oaks	CA  	91360	555-123-6115	fake36115@email.com 34.199263	 -118.891391
408	Childcare	Help provide childcare at an agency serving families in poverty in Van Nuys	36111	Foundation for Excellence in Education	Income	14702 Sylvan Street 	Van Nuys	CA  	91411	555-123-6111	fake36111@email.com 34.17768	 -118.458616
409	Financial Literacy Workshops	Conduct financial literacy workshops to help educate struggling families in Van Nuys	36111	Foundation for Excellence in Education	Income	14702 Sylvan Street 	Van Nuys	CA  	91411	555-123-6111	fake36111@email.com 34.17768	 -118.458616
410	Computer Literacy Workshops	Teach people in under-served communities basic computer literacy in Van Nuys	36111	Foundation for Excellence in Education	Income	14702 Sylvan Street 	Van Nuys	CA  	91411	555-123-6111	fake36111@email.com 34.17768	 -118.458616
411	Job Interview/Resume Workshops	Help the unemployed prepared for a job interview in Van Nuys	36111	Foundation for Excellence in Education	Income	14702 Sylvan Street 	Van Nuys	CA  	91411	555-123-6111	fake36111@email.com 34.17768	 -118.458616
412	Earned Income Tax Credit (EITC) a.k.a. Volunteer Income Tax Assistance (VITA)	Help poor families prepare their tax forms for EITC in Van Nuys	36111	Foundation for Excellence in Education	Income	14702 Sylvan Street 	Van Nuys	CA  	91411	555-123-6111	fake36111@email.com 34.17768	 -118.458616
413	Life Skills Class Facilitation	Help poor families and individuals acquire the life-skills they need to succeed. in Van Nuys	36111	Foundation for Excellence in Education	Income	14702 Sylvan Street 	Van Nuys	CA  	91411	555-123-6111	fake36111@email.com 34.18457	 -118.45327
414	Childcare	Help provide childcare at an agency serving families in poverty in Lake Forest         	36103	Lake Forest Elementary PTO	Income	21801 Pittsfold Drive 	Lake Forest         	CA  	92630	555-123-6103	fake36103@email.com 33.640202	 -117.690048
415	Financial Literacy Workshops	Conduct financial literacy workshops to help educate struggling families in Lake Forest         	36103	Lake Forest Elementary PTO	Income	21801 Pittsfold Drive 	Lake Forest         	CA  	92630	555-123-6103	fake36103@email.com 33.640202	 -117.690048
416	Computer Literacy Workshops	Teach people in under-served communities basic computer literacy in Lake Forest         	36103	Lake Forest Elementary PTO	Income	21801 Pittsfold Drive 	Lake Forest         	CA  	92630	555-123-6103	fake36103@email.com 33.640202	 -117.690048
417	Job Interview/Resume Workshops	Help the unemployed prepared for a job interview in Lake Forest         	36103	Lake Forest Elementary PTO	Income	21801 Pittsfold Drive 	Lake Forest         	CA  	92630	555-123-6103	fake36103@email.com 33.640202	 -117.690048
418	Earned Income Tax Credit (EITC) a.k.a. Volunteer Income Tax Assistance (VITA)	Help poor families prepare their tax forms for EITC in Lake Forest         	36103	Lake Forest Elementary PTO	Income	21801 Pittsfold Drive 	Lake Forest         	CA  	92630	555-123-6103	fake36103@email.com 33.640202	 -117.690048
419	Life Skills Class Facilitation	Help poor families and individuals acquire the life-skills they need to succeed. in Lake Forest         	36103	Lake Forest Elementary PTO	Income	21801 Pittsfold Drive 	Lake Forest         	CA  	92630	555-123-6103	fake36103@email.com 33.640202	 -117.690048
420	Book/literacy fairs	Help organize a literary and book fair in Altadena	36098	Sudduth-Holiday Kappa Alpha Psi Foundation	Education	110 Reever Way 	Altadena	CA  	91001	555-123-6098	fake36098@email.com 34.192254	 -118.138017
421	Career Days	Help organize a career day at an agency or school in Altadena	36098	Sudduth-Holiday Kappa Alpha Psi Foundation	Education	110 Reever Way 	Altadena	CA  	91001	555-123-6098	fake36098@email.com 34.192254	 -118.138017
422	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in Altadena	36098	Sudduth-Holiday Kappa Alpha Psi Foundation	Education	110 Reever Way 	Altadena	CA  	91001	555-123-6098	fake36098@email.com 34.192254	 -118.138017
423	After-school homework help/tutoring	Tutor students after school in Altadena	36098	Sudduth-Holiday Kappa Alpha Psi Foundation	Education	110 Reever Way 	Altadena	CA  	91001	555-123-6098	fake36098@email.com 34.192254	 -118.138017
424	Mentoring	Mentor a Teenager in Altadena	36098	Sudduth-Holiday Kappa Alpha Psi Foundation	Education	110 Reever Way 	Altadena	CA  	91001	555-123-6098	fake36098@email.com 34.192254	 -118.138017
425	Graduations	Help at a High School student graduation ceremony in Altadena	36098	Sudduth-Holiday Kappa Alpha Psi Foundation	Education	110 Reever Way 	Altadena	CA  	91001	555-123-6098	fake36098@email.com 34.201704	 -118.1463
426	Book/literacy fairs	Help organize a literary and book fair in Bakersfield	36097	Bakersfield Art Foundation, Inc.	Education	1930 R Street 	Bakersfield	CA  	93301	555-123-6097	fake36097@email.com 35.381404	 -119.021007
427	Career Days	Help organize a career day at an agency or school in Bakersfield	36097	Bakersfield Art Foundation, Inc.	Education	1930 R Street 	Bakersfield	CA  	93301	555-123-6097	fake36097@email.com 35.381404	 -119.021007
428	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in Bakersfield	36097	Bakersfield Art Foundation, Inc.	Education	1930 R Street 	Bakersfield	CA  	93301	555-123-6097	fake36097@email.com 35.381404	 -119.021007
429	After-school homework help/tutoring	Tutor students after school in Bakersfield	36097	Bakersfield Art Foundation, Inc.	Education	1930 R Street 	Bakersfield	CA  	93301	555-123-6097	fake36097@email.com 35.381404	 -119.021007
430	Mentoring	Mentor a Teenager in Bakersfield	36097	Bakersfield Art Foundation, Inc.	Education	1930 R Street 	Bakersfield	CA  	93301	555-123-6097	fake36097@email.com 35.381404	 -119.021007
431	Graduations	Help at a High School student graduation ceremony in Bakersfield	36097	Bakersfield Art Foundation, Inc.	Education	1930 R Street 	Bakersfield	CA  	93301	555-123-6097	fake36097@email.com 35.376527	 -119.009333
432	Book/literacy fairs	Help organize a literary and book fair in Beverly Hills	36090	When U Dream A Dream	Education	9570 Sunset Boulevard 	Beverly Hills	CA  	90210	555-123-6090	fake36090@email.com 34.103195	 -118.410844
433	Career Days	Help organize a career day at an agency or school in Beverly Hills	36090	When U Dream A Dream	Education	9570 Sunset Boulevard 	Beverly Hills	CA  	90210	555-123-6090	fake36090@email.com 34.103195	 -118.410844
434	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in Beverly Hills	36090	When U Dream A Dream	Education	9570 Sunset Boulevard 	Beverly Hills	CA  	90210	555-123-6090	fake36090@email.com 34.103195	 -118.410844
435	After-school homework help/tutoring	Tutor students after school in Beverly Hills	36090	When U Dream A Dream	Education	9570 Sunset Boulevard 	Beverly Hills	CA  	90210	555-123-6090	fake36090@email.com 34.103195	 -118.410844
436	Mentoring	Mentor a Teenager in Beverly Hills	36090	When U Dream A Dream	Education	9570 Sunset Boulevard 	Beverly Hills	CA  	90210	555-123-6090	fake36090@email.com 34.103195	 -118.410844
437	Graduations	Help at a High School student graduation ceremony in Beverly Hills	36090	When U Dream A Dream	Education	9570 Sunset Boulevard 	Beverly Hills	CA  	90210	555-123-6090	fake36090@email.com 34.103195	 -118.410844
438	Book/literacy fairs	Help organize a literary and book fair in Los Angeles	36078	Worksite Wellness LA	Education	5955 South Western Avenue 	Los Angeles	CA  	90047	555-123-6078	fake36078@email.com 33.957613	 -118.309162
439	Career Days	Help organize a career day at an agency or school in Los Angeles	36078	Worksite Wellness LA	Education	5955 South Western Avenue 	Los Angeles	CA  	90047	555-123-6078	fake36078@email.com 33.957613	 -118.309162
440	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in Los Angeles	36078	Worksite Wellness LA	Education	5955 South Western Avenue 	Los Angeles	CA  	90047	555-123-6078	fake36078@email.com 33.957613	 -118.309162
441	After-school homework help/tutoring	Tutor students after school in Los Angeles	36078	Worksite Wellness LA	Education	5955 South Western Avenue 	Los Angeles	CA  	90047	555-123-6078	fake36078@email.com 33.957613	 -118.309162
442	Mentoring	Mentor a Teenager in Los Angeles	36078	Worksite Wellness LA	Education	5955 South Western Avenue 	Los Angeles	CA  	90047	555-123-6078	fake36078@email.com 33.957613	 -118.309162
443	Graduations	Help at a High School student graduation ceremony in Los Angeles	36078	Worksite Wellness LA	Education	5955 South Western Avenue 	Los Angeles	CA  	90047	555-123-6078	fake36078@email.com 33.924738	 -118.309074
444	Book/literacy fairs	Help organize a literary and book fair in Winnetka	36069	Life 4 Paws Animal Rescue	Education	8335 Winnetka Avenue 102	Winnetka	CA  	91306	555-123-6069	fake36069@email.com 34.208978	 -118.575718
445	Career Days	Help organize a career day at an agency or school in Winnetka	36069	Life 4 Paws Animal Rescue	Education	8335 Winnetka Avenue 102	Winnetka	CA  	91306	555-123-6069	fake36069@email.com 34.208978	 -118.575718
446	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in Winnetka	36069	Life 4 Paws Animal Rescue	Education	8335 Winnetka Avenue 102	Winnetka	CA  	91306	555-123-6069	fake36069@email.com 34.208978	 -118.575718
447	After-school homework help/tutoring	Tutor students after school in Winnetka	36069	Life 4 Paws Animal Rescue	Education	8335 Winnetka Avenue 102	Winnetka	CA  	91306	555-123-6069	fake36069@email.com 34.208978	 -118.575718
448	Mentoring	Mentor a Teenager in Winnetka	36069	Life 4 Paws Animal Rescue	Education	8335 Winnetka Avenue 102	Winnetka	CA  	91306	555-123-6069	fake36069@email.com 34.208978	 -118.575718
449	Graduations	Help at a High School student graduation ceremony in Winnetka	36069	Life 4 Paws Animal Rescue	Education	8335 Winnetka Avenue 102	Winnetka	CA  	91306	555-123-6069	fake36069@email.com 34.208978	 -118.575718
450	Welcome Home Kit assembly	Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in San Pedro	35983	Port of Los Angeles High School	BasicNeeds	250 W. 5th Street 	San Pedro	CA  	90731	555-123-5983	fake35983@email.com 33.734336	 -118.290342
451	Basic needs "kit" assembly	Help assemble a kit to help families in need navigate the maze of services available to them in San Pedro	35983	Port of Los Angeles High School	BasicNeeds	250 W. 5th Street 	San Pedro	CA  	90731	555-123-5983	fake35983@email.com 33.734336	 -118.290342
452	Donation sorting	Help Process Gifts for an Organization in San Pedro	35983	Port of Los Angeles High School	BasicNeeds	250 W. 5th Street 	San Pedro	CA  	90731	555-123-5983	fake35983@email.com 33.734336	 -118.290342
453	Cooking groups	Participate in a cooking group to prepare food for a homeless shelter in San Pedro	35983	Port of Los Angeles High School	BasicNeeds	250 W. 5th Street 	San Pedro	CA  	90731	555-123-5983	fake35983@email.com 33.734336	 -118.290342
454	Gift/Food Drives	Help organize a food drive or a gift drive for a shelter serving the homeless in San Pedro	35983	Port of Los Angeles High School	BasicNeeds	250 W. 5th Street 	San Pedro	CA  	90731	555-123-5983	fake35983@email.com 33.734336	 -118.290342
455	Childcare	Help provide childcare at an agency serving families in poverty in Los Angeles	35937	Los Angeles Universal Preschool (LAUP)	Income	750 North Alameda St., Suite 200	Los Angeles	CA  	90012	555-123-5937	fake35937@email.com 34.057896	 -118.238698
456	Financial Literacy Workshops	Conduct financial literacy workshops to help educate struggling families in Los Angeles	35937	Los Angeles Universal Preschool (LAUP)	Income	750 North Alameda St., Suite 200	Los Angeles	CA  	90012	555-123-5937	fake35937@email.com 34.057896	 -118.238698
457	Computer Literacy Workshops	Teach people in under-served communities basic computer literacy in Los Angeles	35937	Los Angeles Universal Preschool (LAUP)	Income	750 North Alameda St., Suite 200	Los Angeles	CA  	90012	555-123-5937	fake35937@email.com 34.057896	 -118.238698
458	Job Interview/Resume Workshops	Help the unemployed prepared for a job interview in Los Angeles	35937	Los Angeles Universal Preschool (LAUP)	Income	750 North Alameda St., Suite 200	Los Angeles	CA  	90012	555-123-5937	fake35937@email.com 34.057896	 -118.238698
459	Earned Income Tax Credit (EITC) a.k.a. Volunteer Income Tax Assistance (VITA)	Help poor families prepare their tax forms for EITC in Los Angeles	35937	Los Angeles Universal Preschool (LAUP)	Income	750 North Alameda St., Suite 200	Los Angeles	CA  	90012	555-123-5937	fake35937@email.com 34.057896	 -118.238698
460	Life Skills Class Facilitation	Help poor families and individuals acquire the life-skills they need to succeed. in Los Angeles	35937	Los Angeles Universal Preschool (LAUP)	Income	750 North Alameda St., Suite 200	Los Angeles	CA  	90012	555-123-5937	fake35937@email.com 34.057896	 -118.238698
461	Welcome Home Kit assembly	Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Simi Valley	35803	Simi Valley Presbyterian Church	BasicNeeds	4832 Cochran Street 	Simi Valley	CA  	93063	555-123-5803	fake35803@email.com 34.278957	 -118.696845
462	Basic needs "kit" assembly	Help assemble a kit to help families in need navigate the maze of services available to them in Simi Valley	35803	Simi Valley Presbyterian Church	BasicNeeds	4832 Cochran Street 	Simi Valley	CA  	93063	555-123-5803	fake35803@email.com 34.278957	 -118.696845
463	Donation sorting	Help Process Gifts for an Organization in Simi Valley	35803	Simi Valley Presbyterian Church	BasicNeeds	4832 Cochran Street 	Simi Valley	CA  	93063	555-123-5803	fake35803@email.com 34.278957	 -118.696845
464	Cooking groups	Participate in a cooking group to prepare food for a homeless shelter in Simi Valley	35803	Simi Valley Presbyterian Church	BasicNeeds	4832 Cochran Street 	Simi Valley	CA  	93063	555-123-5803	fake35803@email.com 34.278957	 -118.696845
465	Gift/Food Drives	Help organize a food drive or a gift drive for a shelter serving the homeless in Simi Valley	35803	Simi Valley Presbyterian Church	BasicNeeds	4832 Cochran Street 	Simi Valley	CA  	93063	555-123-5803	fake35803@email.com 34.278982	 -118.67434
466	Childcare	Help provide childcare at an agency serving families in poverty in Long Beach          	35716	Comprehensive Child Development Inc.	Income	2545 Pacific Ave 	Long Beach          	CA  	90806	555-123-5716	fake35716@email.com 33.803123	 -118.189102
467	Financial Literacy Workshops	Conduct financial literacy workshops to help educate struggling families in Long Beach          	35716	Comprehensive Child Development Inc.	Income	2545 Pacific Ave 	Long Beach          	CA  	90806	555-123-5716	fake35716@email.com 33.803123	 -118.189102
468	Computer Literacy Workshops	Teach people in under-served communities basic computer literacy in Long Beach          	35716	Comprehensive Child Development Inc.	Income	2545 Pacific Ave 	Long Beach          	CA  	90806	555-123-5716	fake35716@email.com 33.803123	 -118.189102
469	Job Interview/Resume Workshops	Help the unemployed prepared for a job interview in Long Beach          	35716	Comprehensive Child Development Inc.	Income	2545 Pacific Ave 	Long Beach          	CA  	90806	555-123-5716	fake35716@email.com 33.803123	 -118.189102
470	Earned Income Tax Credit (EITC) a.k.a. Volunteer Income Tax Assistance (VITA)	Help poor families prepare their tax forms for EITC in Long Beach          	35716	Comprehensive Child Development Inc.	Income	2545 Pacific Ave 	Long Beach          	CA  	90806	555-123-5716	fake35716@email.com 33.803123	 -118.189102
471	Life Skills Class Facilitation	Help poor families and individuals acquire the life-skills they need to succeed. in Long Beach          	35716	Comprehensive Child Development Inc.	Income	2545 Pacific Ave 	Long Beach          	CA  	90806	555-123-5716	fake35716@email.com 33.803123	 -118.189102
472	Welcome Home Kit assembly	Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in San Francisco	35707	Children of Shelters	BasicNeeds	2269 Chestnut Street, Box 439 	San Francisco	CA  	94123	555-123-5707	fake35707@email.com 37.799866	 -122.437323
473	Basic needs "kit" assembly	Help assemble a kit to help families in need navigate the maze of services available to them in San Francisco	35707	Children of Shelters	BasicNeeds	2269 Chestnut Street, Box 439 	San Francisco	CA  	94123	555-123-5707	fake35707@email.com 37.799866	 -122.437323
474	Donation sorting	Help Process Gifts for an Organization in San Francisco	35707	Children of Shelters	BasicNeeds	2269 Chestnut Street, Box 439 	San Francisco	CA  	94123	555-123-5707	fake35707@email.com 37.799866	 -122.437323
475	Cooking groups	Participate in a cooking group to prepare food for a homeless shelter in San Francisco	35707	Children of Shelters	BasicNeeds	2269 Chestnut Street, Box 439 	San Francisco	CA  	94123	555-123-5707	fake35707@email.com 37.799866	 -122.437323
476	Gift/Food Drives	Help organize a food drive or a gift drive for a shelter serving the homeless in San Francisco	35707	Children of Shelters	BasicNeeds	2269 Chestnut Street, Box 439 	San Francisco	CA  	94123	555-123-5707	fake35707@email.com 37.799866	 -122.437323
477	Book/literacy fairs	Help organize a literary and book fair in Torrance	35684	Arbor Vitae Institute	Education	1956 West 230th Street 	Torrance	CA  	90501	555-123-5684	fake35684@email.com 33.829336	 -118.315118
478	Career Days	Help organize a career day at an agency or school in Torrance	35684	Arbor Vitae Institute	Education	1956 West 230th Street 	Torrance	CA  	90501	555-123-5684	fake35684@email.com 33.829336	 -118.315118
479	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in Torrance	35684	Arbor Vitae Institute	Education	1956 West 230th Street 	Torrance	CA  	90501	555-123-5684	fake35684@email.com 33.829336	 -118.315118
480	After-school homework help/tutoring	Tutor students after school in Torrance	35684	Arbor Vitae Institute	Education	1956 West 230th Street 	Torrance	CA  	90501	555-123-5684	fake35684@email.com 33.829336	 -118.315118
481	Mentoring	Mentor a Teenager in Torrance	35684	Arbor Vitae Institute	Education	1956 West 230th Street 	Torrance	CA  	90501	555-123-5684	fake35684@email.com 33.829336	 -118.315118
482	Graduations	Help at a High School student graduation ceremony in Torrance	35684	Arbor Vitae Institute	Education	1956 West 230th Street 	Torrance	CA  	90501	555-123-5684	fake35684@email.com 33.817988	 -118.330791
483	Book/literacy fairs	Help organize a literary and book fair in Los Angeles	35667	Ministerios Torre Fuerte	Education	1847 Arlington Avenue 	Los Angeles	CA  	90019	555-123-5667	fake35667@email.com 34.048139	 -118.33833
484	Career Days	Help organize a career day at an agency or school in Los Angeles	35667	Ministerios Torre Fuerte	Education	1847 Arlington Avenue 	Los Angeles	CA  	90019	555-123-5667	fake35667@email.com 34.048139	 -118.33833
485	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in Los Angeles	35667	Ministerios Torre Fuerte	Education	1847 Arlington Avenue 	Los Angeles	CA  	90019	555-123-5667	fake35667@email.com 34.048139	 -118.33833
486	After-school homework help/tutoring	Tutor students after school in Los Angeles	35667	Ministerios Torre Fuerte	Education	1847 Arlington Avenue 	Los Angeles	CA  	90019	555-123-5667	fake35667@email.com 34.048139	 -118.33833
487	Mentoring	Mentor a Teenager in Los Angeles	35667	Ministerios Torre Fuerte	Education	1847 Arlington Avenue 	Los Angeles	CA  	90019	555-123-5667	fake35667@email.com 34.048139	 -118.33833
488	Graduations	Help at a High School student graduation ceremony in Los Angeles	35667	Ministerios Torre Fuerte	Education	1847 Arlington Avenue 	Los Angeles	CA  	90019	555-123-5667	fake35667@email.com 34.048139	 -118.33833
489	Childcare	Help provide childcare at an agency serving families in poverty in Pasadena	35666	Epicentre Church	Income	133 Electric Avenue, Suite 200	Pasadena	CA  	91103	555-123-5666	fake35666@email.com 34.166429	 -118.161453
490	Financial Literacy Workshops	Conduct financial literacy workshops to help educate struggling families in Pasadena	35666	Epicentre Church	Income	133 Electric Avenue, Suite 200	Pasadena	CA  	91103	555-123-5666	fake35666@email.com 34.166429	 -118.161453
491	Computer Literacy Workshops	Teach people in under-served communities basic computer literacy in Pasadena	35666	Epicentre Church	Income	133 Electric Avenue, Suite 200	Pasadena	CA  	91103	555-123-5666	fake35666@email.com 34.166429	 -118.161453
492	Job Interview/Resume Workshops	Help the unemployed prepared for a job interview in Pasadena	35666	Epicentre Church	Income	133 Electric Avenue, Suite 200	Pasadena	CA  	91103	555-123-5666	fake35666@email.com 34.166429	 -118.161453
493	Earned Income Tax Credit (EITC) a.k.a. Volunteer Income Tax Assistance (VITA)	Help poor families prepare their tax forms for EITC in Pasadena	35666	Epicentre Church	Income	133 Electric Avenue, Suite 200	Pasadena	CA  	91103	555-123-5666	fake35666@email.com 34.166429	 -118.161453
494	Life Skills Class Facilitation	Help poor families and individuals acquire the life-skills they need to succeed. in Pasadena	35666	Epicentre Church	Income	133 Electric Avenue, Suite 200	Pasadena	CA  	91103	555-123-5666	fake35666@email.com 34.166429	 -118.161453
495	Book/literacy fairs	Help organize a literary and book fair in Lakewood	35661	Life Center Church	Education	6022 Candlewood Street 	Lakewood	CA  	90713	555-123-5661	fake35661@email.com 33.850748	 -118.113089
496	Career Days	Help organize a career day at an agency or school in Lakewood	35661	Life Center Church	Education	6022 Candlewood Street 	Lakewood	CA  	90713	555-123-5661	fake35661@email.com 33.850748	 -118.113089
497	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in Lakewood	35661	Life Center Church	Education	6022 Candlewood Street 	Lakewood	CA  	90713	555-123-5661	fake35661@email.com 33.850748	 -118.113089
498	After-school homework help/tutoring	Tutor students after school in Lakewood	35661	Life Center Church	Education	6022 Candlewood Street 	Lakewood	CA  	90713	555-123-5661	fake35661@email.com 33.850748	 -118.113089
499	Mentoring	Mentor a Teenager in Lakewood	35661	Life Center Church	Education	6022 Candlewood Street 	Lakewood	CA  	90713	555-123-5661	fake35661@email.com 33.850748	 -118.113089
500	Graduations	Help at a High School student graduation ceremony in Lakewood	35661	Life Center Church	Education	6022 Candlewood Street 	Lakewood	CA  	90713	555-123-5661	fake35661@email.com 33.853143	 -118.115169
501	Book/literacy fairs	Help organize a literary and book fair in Chino	35647	Lifesong Community Church	Education	13801 Roswell Avenue, Unit 1	Chino	CA  	91710	555-123-5647	fake35647@email.com 48.548383	 2.366929
502	Career Days	Help organize a career day at an agency or school in Chino	35647	Lifesong Community Church	Education	13801 Roswell Avenue, Unit 1	Chino	CA  	91710	555-123-5647	fake35647@email.com 48.548383	 2.366929
503	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in Chino	35647	Lifesong Community Church	Education	13801 Roswell Avenue, Unit 1	Chino	CA  	91710	555-123-5647	fake35647@email.com 48.548383	 2.366929
504	After-school homework help/tutoring	Tutor students after school in Chino	35647	Lifesong Community Church	Education	13801 Roswell Avenue, Unit 1	Chino	CA  	91710	555-123-5647	fake35647@email.com 48.548383	 2.366929
505	Mentoring	Mentor a Teenager in Chino	35647	Lifesong Community Church	Education	13801 Roswell Avenue, Unit 1	Chino	CA  	91710	555-123-5647	fake35647@email.com 48.548383	 2.366929
506	Graduations	Help at a High School student graduation ceremony in Chino	35647	Lifesong Community Church	Education	13801 Roswell Avenue, Unit 1	Chino	CA  	91710	555-123-5647	fake35647@email.com 48.548383	 2.366929
507	Book/literacy fairs	Help organize a literary and book fair in Torrance	35634	Lighthouse Community Church of South Bay	Education	501 Van Ness Avenue 	Torrance	CA  	90501	555-123-5634	fake35634@email.com 33.829336	 -118.315118
508	Career Days	Help organize a career day at an agency or school in Torrance	35634	Lighthouse Community Church of South Bay	Education	501 Van Ness Avenue 	Torrance	CA  	90501	555-123-5634	fake35634@email.com 33.829336	 -118.315118
509	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in Torrance	35634	Lighthouse Community Church of South Bay	Education	501 Van Ness Avenue 	Torrance	CA  	90501	555-123-5634	fake35634@email.com 33.829336	 -118.315118
510	After-school homework help/tutoring	Tutor students after school in Torrance	35634	Lighthouse Community Church of South Bay	Education	501 Van Ness Avenue 	Torrance	CA  	90501	555-123-5634	fake35634@email.com 33.829336	 -118.315118
511	Mentoring	Mentor a Teenager in Torrance	35634	Lighthouse Community Church of South Bay	Education	501 Van Ness Avenue 	Torrance	CA  	90501	555-123-5634	fake35634@email.com 33.829336	 -118.315118
512	Graduations	Help at a High School student graduation ceremony in Torrance	35634	Lighthouse Community Church of South Bay	Education	501 Van Ness Avenue 	Torrance	CA  	90501	555-123-5634	fake35634@email.com 33.857479	 -118.31781
513	Book/literacy fairs	Help organize a literary and book fair in Redwood City	35632	All Stars Helping Kids Inc.	Education	970 Main Street 	Redwood City	CA  	94063	555-123-5632	fake35632@email.com 37.483435	 -122.222296
514	Career Days	Help organize a career day at an agency or school in Redwood City	35632	All Stars Helping Kids Inc.	Education	970 Main Street 	Redwood City	CA  	94063	555-123-5632	fake35632@email.com 37.483435	 -122.222296
515	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in Redwood City	35632	All Stars Helping Kids Inc.	Education	970 Main Street 	Redwood City	CA  	94063	555-123-5632	fake35632@email.com 37.483435	 -122.222296
516	After-school homework help/tutoring	Tutor students after school in Redwood City	35632	All Stars Helping Kids Inc.	Education	970 Main Street 	Redwood City	CA  	94063	555-123-5632	fake35632@email.com 37.483435	 -122.222296
517	Mentoring	Mentor a Teenager in Redwood City	35632	All Stars Helping Kids Inc.	Education	970 Main Street 	Redwood City	CA  	94063	555-123-5632	fake35632@email.com 37.483435	 -122.222296
518	Graduations	Help at a High School student graduation ceremony in Redwood City	35632	All Stars Helping Kids Inc.	Education	970 Main Street 	Redwood City	CA  	94063	555-123-5632	fake35632@email.com 34.282699	 -119.314534
519	Welcome Home Kit assembly	Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Glendale            	35626	Holy Family Catholic Church	BasicNeeds	209 East Lomita 	Glendale            	CA  	91205	555-123-5626	fake35626@email.com 34.134779	 -118.242746
520	Basic needs "kit" assembly	Help assemble a kit to help families in need navigate the maze of services available to them in Glendale            	35626	Holy Family Catholic Church	BasicNeeds	209 East Lomita 	Glendale            	CA  	91205	555-123-5626	fake35626@email.com 34.134779	 -118.242746
